0,1,2
1.0,194.8,31.523959142214355
1.5,186.8,37.59601042663969
2.0,199.15,26.444801001331058
2.5,204.7,26.39715893803725
3.0,234.95,43.7132417008851
3.5,215.7,40.119945164469
4.0,242.0,32.127869521647405
4.5,246.75,33.28945028083221
5.0,256.05,38.130663513765406
