0,1,2
0.0,163.7,30.011831000457132
0.05,192.45,26.232565638915307
0.1,249.35,44.2371732822069
0.15000000000000002,304.9,70.26869857909708
0.2,539.3,121.03020284210054
0.25,978.4,176.6559933882799
0.30000000000000004,1401.0,256.52582715976183
